# COLDARRI   COLDARRX   COLDARRY   COLDARRZ
#
      1739       2.70        230    4.48526
      1740       4.90        205    86.7435
      1741       3.60        110    11.9454
      1743       5.10        155    86.9301
      1744       3.40        150    46.9157
      1745       4.70        200    86.7002
      1746       2.20         25    60.0831
      1748       2.10        210     19.291
      1749       2.90         90    10.7774
      1752       2.00         50    54.8723
      1753       5.60        210    97.3537
      1754       2.60         60    25.0096
      1758       5.40        130    91.8409
      1759       2.50         45    41.0753
      1761       5.20        115      86.21
      1763       2.40        180    6.66245
      1765       4.40        125    76.0232
      1767       4.30        130    74.1042
      1773       5.00        195    86.9153
      1774       3.60         60    11.4064
      1775       4.60         85    78.9783
      1778       3.60        245    25.6741
      1780       2.10        205    43.9657
      1783       3.30        300    65.1218
      1784       2.30        300    8.80393
      1785       2.00         25    65.7538
      1788       5.10        135    85.9285
      1789       3.20         75    38.2262
      1790       2.10        250    43.7815
      1795       3.10        150    73.2046
      1796       2.10        235    17.3552
      1797       2.70         80    21.0076
      1799       3.20         35    2.25768
      1803       2.90        265     5.7983
      1807       2.40        130    13.4283
      1809       5.50        260    91.2604
      1811       3.20        195    81.7003
      1812       4.00        150    56.2493
      1819       4.60        170    85.0728
      1820       4.30        280    82.4875
      1821       4.10        240     69.957
      1822       4.90         30    81.5785
      1823       3.40        280    16.5894
      1826       3.40        300     16.731
      1827       3.00        275    17.6534
      1828       3.50         80      6.871
      1835       2.40         25    82.7687
      1840       2.40         55    53.2071
      1842       3.60         55    12.4075
      1844       2.80         45    30.8727
      1845       2.10        300    8.65804
      1846       3.00        150    5.82468
      1848       5.20         85    88.2882
      1852       3.70         40    10.8998
      1853       2.20        265    56.2588
      1855       2.60        290    30.6026
      1856       4.10        210    118.289
