# WARMARRI   WARMARRX   WARMARRY   WARMARRZ
#
      5333       6.50        115    28.2113
      5334       6.50        245    8.51072
      5336       5.80        210    79.3834
      5338       5.70         25    28.3399
      5340       6.50        265    22.4431
      5342       5.20        175    9.16363
      5344       4.80         25    62.1141
      5348       5.40        220    8.47702
      5349       4.60         90    30.8178
      5350       3.90         50    61.1561
      5352       6.50        270    90.0514
      5353       3.40        255    90.5306
      5354       5.40        215    3.93055
      5355       5.50        300    11.2349
      5356       6.50        165    88.1444
      5357       5.10        115    5.15474
      5359       4.50         75    30.5843
      5360       6.50        220    79.2928
      5361       6.50        255    60.1241
      5362       6.50         55    34.4131
      5363       6.00         45    17.0422
      5365       6.50         45    8.82556
      5366       5.60        210    72.7265
      5371       6.50        245    86.1923
      5373       6.30         80    2.58279
      5374       3.70         60    82.3487
      5376       4.30         45    16.9608
      5377       5.90        220    22.9569
      5379       6.20        175    90.0661
      5384       5.50         45    89.5676
      5385       5.20        125    5.95004
      5387       5.90         35    17.6918
      5388       3.30         95    144.951
      5390       6.50        300    19.9175
      5394       4.70         30    16.3566
      5397       4.20        165    89.9723
      5398       5.00        230    73.8561
      5399       6.50         50    16.8663
      5402       5.50        100    91.1705
      5403       6.50         90    83.9535
      5405       6.50        275    51.9115
      5411       6.50        115     59.747
      5412       6.50        230    87.0512
      5413       4.40        160    65.5184
      5419       5.40         80    86.8867
      5420       6.50        240    10.0391
      5421       6.00         60    57.7843
      5422       5.90        285    106.132
      5424       3.60        280    92.8351
      5425       5.60        255    94.7798
      5426       6.30        130    93.7495
      5430       5.70        225    7.34054
      5431       6.30         90    31.0773
      5432       4.10         75    34.3654
      5433       4.60         70    17.3712
      5436       5.50         50    16.7065
      5437       5.30        120    51.6304
      5442       4.30         55    21.9065
      5444       5.60         25    49.6172
      5447       5.00        115    23.8194
      5448       5.40         35    94.9449
      5449       5.50         80     72.764
      5450       5.20         85     10.654
      5451       6.30        115    3.12673
      5452       4.00         95    57.8793
      5453       6.10        300    15.3154
      5454       4.40        160    52.4155
      5456       4.50        285    73.6078
      5458       6.50        205    7.24227
      5460       5.70        170    6.73968
      5461       5.90        145    9.75579
      5463       6.50         70    13.9358
      5464       3.20        280    102.622
      5465       4.20        110    47.2242
      5466       3.90         75    56.1111
      5468       4.60        250    40.5399
      5470       6.50        105    29.5493
      5471       5.80        120    90.6922
      5473       5.60        300    92.9898
      5474       5.80         90    18.4815
      5476       5.40        105     89.167
      5479       4.40        115    41.1674
      5480       6.50        230    7.04104
      5483       5.90        235    106.612
