#        i0           chi2        i1             a1        i2             a2        T_{kin}        n_{H_2}        M_{H_2}        T_{kin}        n_{H_2}        M_{H_2}
#
     115919        92.6216       836        70.5519     48925              0             25    2.51189e+06    5.94594e+10            300    3.16228e+06    7.48549e+10
    6043713        196.932     44574        9005.86      7923              0            280            100    2.36712e+06             70        199.526    4.72302e+06
    4508854        27.4471     33250        2239.56     16226        5.99518            215        158.489    3.75163e+06            115        39810.7    9.42367e+08
    3445695        58.3723     25403        1460.94     30077        9.02994            170        199.526    4.72302e+06            195        7943.28    1.88027e+08
     503308        43.8228      3705        210.412     18772        7.38708             45        1258.92    2.98003e+07            130        15848.9    3.75163e+08
    1410034        110.583     10393        9.78436     18278              0             80    1.25892e+06    2.98003e+10            125    1.58489e+06    3.75163e+10
    2685419         91.275     19798       0.169478     23313        5.27433            135         100000    2.36712e+09            155         125892    2.98003e+09
    6167661        20.2551     45486        1812.14     13623        6.73491            285        158.489    3.75163e+06            100        50118.7    1.18637e+09
    1713494        52.3529     12635        9.49615      8626        5.87036             95        12589.2    2.98003e+08             70          1e+06    2.36712e+10
    5506981        70.6146     40603        3.35452     39311        1.58478            255        12589.2    2.98003e+08            245    3.16228e+06    7.48549e+10
     492946        170.736      3629              0     17670        262.236             45        501.187    1.18637e+07            125           1000    2.36712e+07
    4991089        7.96414     36803        659.708     26163        2.70938            235        316.228    7.48549e+06            170    1.99526e+06    4.72302e+10
    3587691        102.403     26448              0     36081        62.2731            175        1584.89    3.75163e+07            230        1995.26    4.72302e+07
    1617911        81.6636     11932        8.24832      3477        5.07243             90         100000    2.36712e+09             40    3.16228e+06    7.48549e+10
     342788        99.7152      2527        34.4066      3420              0             35    1.25892e+06    2.98003e+10             40    1.58489e+06    3.75163e+10
     308061        65.1052      2261        41.0584     28823              0             35        50118.7    1.18637e+09            185    3.16228e+06    7.48549e+10
    6040719        116.504     44536        2.32806     48925              0            275    2.51189e+06    5.94594e+10            300    3.16228e+06    7.48549e+10
    2112820            110     15580              0      9500        10.6609            110         630957    1.49355e+10             75          1e+06    2.36712e+10
    2395388        30.1225     17651        205.943     43396        2.08267            125        794.328    1.88027e+07            270         100000    2.36712e+09
    1606950         100.15     11837        5.48494     39938        1.73382             90        31622.8    7.48549e+08            250         158489    3.75163e+09
    3242306        19.0106     23902        19.7164     32262        1.72016            160        3981.07    9.42367e+07            205    1.58489e+06    3.75163e+10
    3635379        86.1841     26809        3.06964     12217        3.22306            175         125892    2.98003e+09             90    3.16228e+06    7.48549e+10
     670159        85.0239      4940        20.8033      7581              0             50         100000    2.36712e+09             65         125892    2.98003e+09
    3792909        33.4801     27968         5977.7     19703        5.34111            185            100    2.36712e+06            135        31622.8    7.48549e+08
    6028529        110.546     44460        2.19964     13091       0.650051            275          1e+06    2.36712e+10             95    3.16228e+06    7.48549e+10
    1437019        43.7518     10583        1271.83     41553        2.90148             85        316.228    7.48549e+06            260        31622.8    7.48549e+08
    1096744          110.4      8075              0     36936        85.9881             70        1258.92    2.98003e+07            235        1584.89    3.75163e+07
